Input file; Time; Memory; Instr.; User-Defined
fuzzer-out-5/afl/queue/id:000000,orig:example.txt; 336517; 126877696; 11; 0
fuzzer-out-5/afl/queue/id:000001,src:000000,op:havoc,rep:128,+cov; 238326; 126877696; 10; 0
fuzzer-out-5/afl/queue/id:000002,src:000000,op:havoc,rep:64,highscore; 434374; 126877696; 11; 4
fuzzer-out-5/afl/queue/id:000003,src:000000,op:havoc,rep:64,+cov; 303680; 126877696; 15; 0
fuzzer-out-5/afl/queue/id:000004,src:000000,op:havoc,rep:8,highscore; 310285; 126877696; 19; 8
fuzzer-out-5/afl/queue/id:000005,src:000000,op:havoc,rep:64,highscore; 326153; 126877696; 31; 16
fuzzer-out-5/afl/queue/id:000006,src:000000,op:havoc,rep:32,highscore; 189364; 126877696; 50; 35
fuzzer-out-5/afl/queue/id:000007,src:000000,op:havoc,rep:16; 172258; 126877696; 23; 12
fuzzer-out-5/afl/queue/id:000008,src:000006,op:havoc,rep:8,highscore; 191850; 126877696; 58; 47
fuzzer-out-5/afl/queue/id:000009,src:000006,op:havoc,rep:4,highscore; 291864; 126877696; 66; 51
fuzzer-out-5/afl/queue/id:000010,src:000006,op:havoc,rep:2,highscore; 214662; 126877696; 90; 75
fuzzer-out-5/afl/queue/id:000011,src:000001+000010,op:splice,rep:2,highscore; 204214; 126877696; 98; 87
fuzzer-out-5/afl/queue/id:000012,src:000007+000010,op:splice,rep:4,highscore; 256147; 126877696; 107; 96
fuzzer-out-5/afl/queue/id:000013,src:000007+000010,op:splice,rep:4,highscore; 276372; 126877696; 127; 116
fuzzer-out-5/afl/queue/id:000014,src:000012,op:havoc,rep:8,highscore; 320179; 126877696; 138; 127
