seconds,average_delta,std_error,maximum
30,35829.60,12069.28,86667
60,51612.20,11071.83,86667
90,53946.00,11052.94,86667
120,79241.80,2813.02,86667
150,318969.80,196334.96,1194273
180,514233.00,186842.89,1261900
210,626647.20,216192.77,1551407
240,693800.20,213760.94,1551407
270,770852.00,183234.60,1551407
300,789624.00,178283.23,1551407
330,823474.80,179773.04,1551407
360,867943.80,216092.92,1771447
390,1175954.80,361148.12,2475614
420,1175954.80,361148.12,2475614
450,1175954.80,361148.12,2475614
480,1193467.20,354657.71,2475614
510,1318346.60,408814.25,2475614
540,1341380.80,401593.73,2475614
570,1405907.20,386529.87,2475614
600,1548511.80,445736.59,3002642
630,1900694.40,526252.75,3539993
660,4576214.60,2414645.09,15088871
690,5980559.40,2386219.31,15088871
720,6477632.20,2246419.49,15088871
750,6774393.80,2167776.38,15088871
780,6827285.00,2143763.99,15088871
810,6827285.00,2143763.99,15088871
840,6922676.20,2163441.06,15088871
870,7058240.00,2196809.12,15088871
900,8519276.20,1928570.37,15088871
930,8519276.20,1928570.37,15088871
960,8519276.20,1928570.37,15088871
990,9063863.40,1865513.99,15088871
1020,9251557.60,1872870.24,15088871
1050,9251557.60,1872870.24,15088871
1080,9659328.00,2143076.70,17127723
1110,10304509.20,2238740.33,17127723
1140,10304509.20,2238740.33,17127723
1170,10304509.20,2238740.33,17127723
1200,10304509.20,2238740.33,17127723
1230,10304509.20,2238740.33,17127723
1260,10304509.20,2238740.33,17127723
1290,10304509.20,2238740.33,17127723
1320,10304509.20,2238740.33,17127723
1350,10304509.20,2238740.33,17127723
1380,10347110.20,2245529.29,17127723
1410,10401867.60,2278884.81,17401510
1440,11057051.80,2714986.39,20677431
1470,11057051.80,2714986.39,20677431
1500,11837905.60,3296025.04,24581700
1530,11837905.60,3296025.04,24581700
1560,11837905.60,3296025.04,24581700
1590,11837905.60,3296025.04,24581700
1620,11837905.60,3296025.04,24581700
1650,11837905.60,3296025.04,24581700
1680,11949100.20,3382379.18,25137673
1710,11949100.20,3382379.18,25137673
1740,11949100.20,3382379.18,25137673
1770,11949100.20,3382379.18,25137673

1800,12371988.00,3716782.32,27252112

time delta>0:
1.20 (+/- 0.18)
[2, 1, 1, 1, 1]
